aoi_id,grid_i,grid_j,grid_proj,grid_size,target_catid,context_catids,set,t0_pan,t0_ps,t0_ms,t-1_pan,t-1_ps,t-1_ms,t-2_pan,t-2_ps,t-2_ms,t-3_pan,t-3_ps,t-3_ms
7094,555,11547,epsg:3395,437,105001000D1F2A00,"[""105001000D1F2900"", ""105001000B5E5800"", ""105005000FDD6A00""]",train,./images/105001000D1F2A00_i555_j11547_t0_pan.tif,./images/105001000D1F2A00_i555_j11547_t0_ps.tif,,./images/105001000D1F2900_i555_j11547_t-1_pan.tif,./images/105001000D1F2900_i555_j11547_t-1_ps.tif,,./images/105001000B5E5800_i555_j11547_t-2_pan.tif,./images/105001000B5E5800_i555_j11547_t-2_ps.tif,,./images/105005000FDD6A00_i555_j11547_t-3_pan.tif,./images/105005000FDD6A00_i555_j11547_t-3_ps.tif,
8157,2252,11723,epsg:3395,437,1050050039DD5200,"[""103005007DF8C400"", ""103001007217C600"", ""103005006EF90E00""]",train,./images/1050050039DD5200_i2252_j11723_t0_pan.tif,./images/1050050039DD5200_i2252_j11723_t0_ps.tif,,./images/103005007DF8C400_i2252_j11723_t-1_pan.tif,./images/103005007DF8C400_i2252_j11723_t-1_ps.tif,,./images/103001007217C600_i2252_j11723_t-2_pan.tif,./images/103001007217C600_i2252_j11723_t-2_ps.tif,,./images/103005006EF90E00_i2252_j11723_t-3_pan.tif,./images/103005006EF90E00_i2252_j11723_t-3_ps.tif,
1062,-31190,10302,epsg:3395,437,10500100105DE700,"[""103001007EAD1400"", ""103001007AC69B00"", ""105001000E405600""]",train,./images/10500100105DE700_i-31190_j10302_t0_pan.tif,./images/10500100105DE700_i-31190_j10302_t0_ps.tif,,./images/103001007EAD1400_i-31190_j10302_t-1_pan.tif,./images/103001007EAD1400_i-31190_j10302_t-1_ps.tif,,./images/103001007AC69B00_i-31190_j10302_t-2_pan.tif,./images/103001007AC69B00_i-31190_j10302_t-2_ps.tif,,./images/105001000E405600_i-31190_j10302_t-3_pan.tif,./images/105001000E405600_i-31190_j10302_t-3_ps.tif,
669,-19234,11278,epsg:3395,437,1050010012BCA800,"[""103001007BC3C600"", ""103001007A67CF00"", ""1030010066742300""]",train,./images/1050010012BCA800_i-19234_j11278_t0_pan.tif,./images/1050010012BCA800_i-19234_j11278_t0_ps.tif,,./images/103001007BC3C600_i-19234_j11278_t-1_pan.tif,./images/103001007BC3C600_i-19234_j11278_t-1_ps.tif,,./images/103001007A67CF00_i-19234_j11278_t-2_pan.tif,./images/103001007A67CF00_i-19234_j11278_t-2_ps.tif,,./images/1030010066742300_i-19234_j11278_t-3_pan.tif,./images/1030010066742300_i-19234_j11278_t-3_ps.tif,
7094,536,11504,epsg:3395,437,1050010002613900,"[""1050010002613800"", ""1050010002613700"", ""103001004F13DC00""]",train,./images/1050010002613900_i536_j11504_t0_pan.tif,./images/1050010002613900_i536_j11504_t0_ps.tif,,./images/1050010002613800_i536_j11504_t-1_pan.tif,./images/1050010002613800_i536_j11504_t-1_ps.tif,,./images/1050010002613700_i536_j11504_t-2_pan.tif,./images/1050010002613700_i536_j11504_t-2_ps.tif,,./images/103001004F13DC00_i536_j11504_t-3_pan.tif,./images/103001004F13DC00_i536_j11504_t-3_ps.tif,
9042,12957,9745,epsg:3395,437,1050010013C62900,"[""103001008A785400"", ""103001008A833B00"", ""10300100884F4500""]",train,./images/1050010013C62900_i12957_j9745_t0_pan.tif,./images/1050010013C62900_i12957_j9745_t0_ps.tif,,./images/103001008A785400_i12957_j9745_t-1_pan.tif,./images/103001008A785400_i12957_j9745_t-1_ps.tif,,./images/103001008A833B00_i12957_j9745_t-2_pan.tif,./images/103001008A833B00_i12957_j9745_t-2_ps.tif,,./images/10300100884F4500_i12957_j9745_t-3_pan.tif,./images/10300100884F4500_i12957_j9745_t-3_ps.tif,
2870,35355,9616,epsg:3395,437,10504100130F4D00,"[""103001002BAA9400"", ""105041000008D700"", ""10504100012FF600""]",train,./images/10504100130F4D00_i35355_j9616_t0_pan.tif,./images/10504100130F4D00_i35355_j9616_t0_ps.tif,,./images/103001002BAA9400_i35355_j9616_t-1_pan.tif,./images/103001002BAA9400_i35355_j9616_t-1_ps.tif,,./images/105041000008D700_i35355_j9616_t-2_pan.tif,./images/105041000008D700_i35355_j9616_t-2_ps.tif,,./images/10504100012FF600_i35355_j9616_t-3_pan.tif,./images/10504100012FF600_i35355_j9616_t-3_ps.tif,
8753,-24354,7885,epsg:3395,437,105001000C2E9900,"[""105001000C2E9700"", ""10300100716D4200"", ""105001000BBCC500""]",train,./images/105001000C2E9900_i-24354_j7885_t0_pan.tif,./images/105001000C2E9900_i-24354_j7885_t0_ps.tif,,./images/105001000C2E9700_i-24354_j7885_t-1_pan.tif,./images/105001000C2E9700_i-24354_j7885_t-1_ps.tif,,./images/10300100716D4200_i-24354_j7885_t-2_pan.tif,./images/10300100716D4200_i-24354_j7885_t-2_ps.tif,,./images/105001000BBCC500_i-24354_j7885_t-3_pan.tif,./images/105001000BBCC500_i-24354_j7885_t-3_ps.tif,
7094,525,11544,epsg:3395,437,105001000342F000,"[""105001000342EF00"", ""105001000342EE00"", ""105001000342ED00""]",train,./images/105001000342F000_i525_j11544_t0_pan.tif,./images/105001000342F000_i525_j11544_t0_ps.tif,,./images/105001000342EF00_i525_j11544_t-1_pan.tif,./images/105001000342EF00_i525_j11544_t-1_ps.tif,,./images/105001000342EE00_i525_j11544_t-2_pan.tif,./images/105001000342EE00_i525_j11544_t-2_ps.tif,,./images/105001000342ED00_i525_j11544_t-3_pan.tif,./images/105001000342ED00_i525_j11544_t-3_ps.tif,
3708,2803,14473,epsg:3395,437,1050410013214B00,"[""1030010040A9E700"", ""103001003D899D00"", ""103005002FF93F00""]",train,./images/1050410013214B00_i2803_j14473_t0_pan.tif,./images/1050410013214B00_i2803_j14473_t0_ps.tif,,./images/1030010040A9E700_i2803_j14473_t-1_pan.tif,./images/1030010040A9E700_i2803_j14473_t-1_ps.tif,,./images/103001003D899D00_i2803_j14473_t-2_pan.tif,./images/103001003D899D00_i2803_j14473_t-2_ps.tif,,./images/103005002FF93F00_i2803_j14473_t-3_pan.tif,./images/103005002FF93F00_i2803_j14473_t-3_ps.tif,
5760,-5582,21375,epsg:3395,437,1050010011B9AE00,"[""1030010080AD4500"", ""1030010084207C00"", ""10300100831F3700""]",train,./images/1050010011B9AE00_i-5582_j21375_t0_pan.tif,./images/1050010011B9AE00_i-5582_j21375_t0_ps.tif,,./images/1030010080AD4500_i-5582_j21375_t-1_pan.tif,./images/1030010080AD4500_i-5582_j21375_t-1_ps.tif,,./images/1030010084207C00_i-5582_j21375_t-2_pan.tif,./images/1030010084207C00_i-5582_j21375_t-2_ps.tif,,./images/10300100831F3700_i-5582_j21375_t-3_pan.tif,./images/10300100831F3700_i-5582_j21375_t-3_ps.tif,
4183,7895,-4607,epsg:3395,437,1050010014CA8C00,"[""103001008C9F5C00"", ""1030010089302500"", ""103001008772A500""]",train,./images/1050010014CA8C00_i7895_j-4607_t0_pan.tif,./images/1050010014CA8C00_i7895_j-4607_t0_ps.tif,,./images/103001008C9F5C00_i7895_j-4607_t-1_pan.tif,./images/103001008C9F5C00_i7895_j-4607_t-1_ps.tif,,./images/1030010089302500_i7895_j-4607_t-2_pan.tif,./images/1030010089302500_i7895_j-4607_t-2_ps.tif,,./images/103001008772A500_i7895_j-4607_t-3_pan.tif,./images/103001008772A500_i7895_j-4607_t-3_ps.tif,
6866,34921,9623,epsg:3395,437,1050010007347100,"[""1030010054205C00"", ""103001004AA0FA00"", ""1050410004BC4F00""]",train,./images/1050010007347100_i34921_j9623_t0_pan.tif,./images/1050010007347100_i34921_j9623_t0_ps.tif,,./images/1030010054205C00_i34921_j9623_t-1_pan.tif,./images/1030010054205C00_i34921_j9623_t-1_ps.tif,,./images/103001004AA0FA00_i34921_j9623_t-2_pan.tif,./images/103001004AA0FA00_i34921_j9623_t-2_ps.tif,,./images/1050410004BC4F00_i34921_j9623_t-3_pan.tif,./images/1050410004BC4F00_i34921_j9623_t-3_ps.tif,
7094,520,11537,epsg:3395,437,105001000302AE00,"[""105001000302A800"", ""10300100514B4300"", ""10300100500F8E00""]",train,./images/105001000302AE00_i520_j11537_t0_pan.tif,./images/105001000302AE00_i520_j11537_t0_ps.tif,,./images/105001000302A800_i520_j11537_t-1_pan.tif,./images/105001000302A800_i520_j11537_t-1_ps.tif,,./images/10300100514B4300_i520_j11537_t-2_pan.tif,./images/10300100514B4300_i520_j11537_t-2_ps.tif,,./images/10300100500F8E00_i520_j11537_t-3_pan.tif,./images/10300100500F8E00_i520_j11537_t-3_ps.tif,
8753,-24232,7870,epsg:3395,437,1050410004332600,"[""10300100253A2500"", ""103001001F01E500"", ""103001001FB66200""]",train,./images/1050410004332600_i-24232_j7870_t0_pan.tif,./images/1050410004332600_i-24232_j7870_t0_ps.tif,,./images/10300100253A2500_i-24232_j7870_t-1_pan.tif,./images/10300100253A2500_i-24232_j7870_t-1_ps.tif,,./images/103001001F01E500_i-24232_j7870_t-2_pan.tif,./images/103001001F01E500_i-24232_j7870_t-2_ps.tif,,./images/103001001FB66200_i-24232_j7870_t-3_pan.tif,./images/103001001FB66200_i-24232_j7870_t-3_ps.tif,
5400,594,14285,epsg:3395,437,1050410001016000,"[""1050410000D84D00"", ""103001001C965D00"", ""1050410000AF2E00""]",train,./images/1050410001016000_i594_j14285_t0_pan.tif,./images/1050410001016000_i594_j14285_t0_ps.tif,,./images/1050410000D84D00_i594_j14285_t-1_pan.tif,./images/1050410000D84D00_i594_j14285_t-1_ps.tif,,./images/103001001C965D00_i594_j14285_t-2_pan.tif,./images/103001001C965D00_i594_j14285_t-2_ps.tif,,./images/1050410000AF2E00_i594_j14285_t-3_pan.tif,./images/1050410000AF2E00_i594_j14285_t-3_ps.tif,
7201,3174,11692,epsg:3395,437,1050410013214E00,"[""1050410012C6FF00"", ""10504100124F2900"", ""1050410012444C00""]",train,./images/1050410013214E00_i3174_j11692_t0_pan.tif,./images/1050410013214E00_i3174_j11692_t0_ps.tif,,./images/1050410012C6FF00_i3174_j11692_t-1_pan.tif,./images/1050410012C6FF00_i3174_j11692_t-1_ps.tif,,./images/10504100124F2900_i3174_j11692_t-2_pan.tif,./images/10504100124F2900_i3174_j11692_t-2_ps.tif,,./images/1050410012444C00_i3174_j11692_t-3_pan.tif,./images/1050410012444C00_i3174_j11692_t-3_ps.tif,
8753,-24322,7907,epsg:3395,437,1050010003737800,"[""1030010052998900"", ""103001004F3C3E00"", ""103001004439FB00""]",train,./images/1050010003737800_i-24322_j7907_t0_pan.tif,./images/1050010003737800_i-24322_j7907_t0_ps.tif,,./images/1030010052998900_i-24322_j7907_t-1_pan.tif,./images/1030010052998900_i-24322_j7907_t-1_ps.tif,,./images/103001004F3C3E00_i-24322_j7907_t-2_pan.tif,./images/103001004F3C3E00_i-24322_j7907_t-2_ps.tif,,./images/103001004439FB00_i-24322_j7907_t-3_pan.tif,./images/103001004439FB00_i-24322_j7907_t-3_ps.tif,
5499,6063,10438,epsg:3395,437,1050010008019600,"[""1050010007B90E00"", ""1050010007850500"", ""10500100073AAD00""]",train,./images/1050010008019600_i6063_j10438_t0_pan.tif,./images/1050010008019600_i6063_j10438_t0_ps.tif,,./images/1050010007B90E00_i6063_j10438_t-1_pan.tif,./images/1050010007B90E00_i6063_j10438_t-1_ps.tif,,./images/1050010007850500_i6063_j10438_t-2_pan.tif,./images/1050010007850500_i6063_j10438_t-2_ps.tif,,./images/10500100073AAD00_i6063_j10438_t-3_pan.tif,./images/10500100073AAD00_i6063_j10438_t-3_ps.tif,
515,3427,15705,epsg:3395,437,1050010002B1F800,"[""1050010002B1F700"", ""1050010001D14600"", ""1050010001D14500""]",train,./images/1050010002B1F800_i3427_j15705_t0_pan.tif,./images/1050010002B1F800_i3427_j15705_t0_ps.tif,,./images/1050010002B1F700_i3427_j15705_t-1_pan.tif,./images/1050010002B1F700_i3427_j15705_t-1_ps.tif,,./images/1050010001D14600_i3427_j15705_t-2_pan.tif,./images/1050010001D14600_i3427_j15705_t-2_ps.tif,,./images/1050010001D14500_i3427_j15705_t-3_pan.tif,./images/1050010001D14500_i3427_j15705_t-3_ps.tif,
6840,-1533,10247,epsg:3395,437,105001000D4D8500,"[""105001000D4D8300"", ""103001007483CD00"", ""1030010075D13100""]",train,./images/105001000D4D8500_i-1533_j10247_t0_pan.tif,./images/105001000D4D8500_i-1533_j10247_t0_ps.tif,,./images/105001000D4D8300_i-1533_j10247_t-1_pan.tif,./images/105001000D4D8300_i-1533_j10247_t-1_ps.tif,,./images/103001007483CD00_i-1533_j10247_t-2_pan.tif,./images/103001007483CD00_i-1533_j10247_t-2_ps.tif,,./images/1030010075D13100_i-1533_j10247_t-3_pan.tif,./images/1030010075D13100_i-1533_j10247_t-3_ps.tif,
4396,-26693,11001,epsg:3395,437,105001000E8DE600,"[""105001000E4B1800"", ""105001000DAB9C00"", ""105001000DA18D00""]",train,./images/105001000E8DE600_i-26693_j11001_t0_pan.tif,./images/105001000E8DE600_i-26693_j11001_t0_ps.tif,,./images/105001000E4B1800_i-26693_j11001_t-1_pan.tif,./images/105001000E4B1800_i-26693_j11001_t-1_ps.tif,,./images/105001000DAB9C00_i-26693_j11001_t-2_pan.tif,./images/105001000DAB9C00_i-26693_j11001_t-2_ps.tif,,./images/105001000DA18D00_i-26693_j11001_t-3_pan.tif,./images/105001000DA18D00_i-26693_j11001_t-3_ps.tif,
5400,613,14206,epsg:3395,437,1050050020DD9B00,"[""103001005FB5B900"", ""1030050054F94100"", ""1050010004BDC900""]",train,./images/1050050020DD9B00_i613_j14206_t0_pan.tif,./images/1050050020DD9B00_i613_j14206_t0_ps.tif,,./images/103001005FB5B900_i613_j14206_t-1_pan.tif,./images/103001005FB5B900_i613_j14206_t-1_ps.tif,,./images/1030050054F94100_i613_j14206_t-2_pan.tif,./images/1030050054F94100_i613_j14206_t-2_ps.tif,,./images/1050010004BDC900_i613_j14206_t-3_pan.tif,./images/1050010004BDC900_i613_j14206_t-3_ps.tif,
8753,-24265,7974,epsg:3395,437,105001000B5F1000,"[""1050010009707500"", ""10300100643FD100"", ""103001005953B000""]",train,./images/105001000B5F1000_i-24265_j7974_t0_pan.tif,./images/105001000B5F1000_i-24265_j7974_t0_ps.tif,,./images/1050010009707500_i-24265_j7974_t-1_pan.tif,./images/1050010009707500_i-24265_j7974_t-1_ps.tif,,./images/10300100643FD100_i-24265_j7974_t-2_pan.tif,./images/10300100643FD100_i-24265_j7974_t-2_ps.tif,,./images/103001005953B000_i-24265_j7974_t-3_pan.tif,./images/103001005953B000_i-24265_j7974_t-3_ps.tif,
1326,-2329,10638,epsg:3395,437,1050010002226E00,"[""103001004C8C8600"", ""103001004D7C7600"", ""103001004D0FDC00""]",train,./images/1050010002226E00_i-2329_j10638_t0_pan.tif,./images/1050010002226E00_i-2329_j10638_t0_ps.tif,,./images/103001004C8C8600_i-2329_j10638_t-1_pan.tif,./images/103001004C8C8600_i-2329_j10638_t-1_ps.tif,,./images/103001004D7C7600_i-2329_j10638_t-2_pan.tif,./images/103001004D7C7600_i-2329_j10638_t-2_ps.tif,,./images/103001004D0FDC00_i-2329_j10638_t-3_pan.tif,./images/103001004D0FDC00_i-2329_j10638_t-3_ps.tif,
1369,7217,-6749,epsg:3395,437,10500100139D5D00,"[""105001001345F300"", ""10500100133D8C00"", ""1030010086C22D00""]",train,./images/10500100139D5D00_i7217_j-6749_t0_pan.tif,./images/10500100139D5D00_i7217_j-6749_t0_ps.tif,,./images/105001001345F300_i7217_j-6749_t-1_pan.tif,./images/105001001345F300_i7217_j-6749_t-1_ps.tif,,./images/10500100133D8C00_i7217_j-6749_t-2_pan.tif,./images/10500100133D8C00_i7217_j-6749_t-2_ps.tif,,./images/1030010086C22D00_i7217_j-6749_t-3_pan.tif,./images/1030010086C22D00_i7217_j-6749_t-3_ps.tif,
4022,-18827,11321,epsg:3395,437,10500100071F5900,"[""1030010054AC5000"", ""1050010004011200"", ""1050010002C69800""]",train,./images/10500100071F5900_i-18827_j11321_t0_pan.tif,./images/10500100071F5900_i-18827_j11321_t0_ps.tif,,./images/1030010054AC5000_i-18827_j11321_t-1_pan.tif,./images/1030010054AC5000_i-18827_j11321_t-1_ps.tif,,./images/1050010004011200_i-18827_j11321_t-2_pan.tif,./images/1050010004011200_i-18827_j11321_t-2_ps.tif,,./images/1050010002C69800_i-18827_j11321_t-3_pan.tif,./images/1050010002C69800_i-18827_j11321_t-3_ps.tif,
7094,532,11516,epsg:3395,437,1050010002202D00,"[""103001004D310400"", ""103001004DBC7F00"", ""105001000208C800""]",train,./images/1050010002202D00_i532_j11516_t0_pan.tif,./images/1050010002202D00_i532_j11516_t0_ps.tif,,./images/103001004D310400_i532_j11516_t-1_pan.tif,./images/103001004D310400_i532_j11516_t-1_ps.tif,,./images/103001004DBC7F00_i532_j11516_t-2_pan.tif,./images/103001004DBC7F00_i532_j11516_t-2_ps.tif,,./images/105001000208C800_i532_j11516_t-3_pan.tif,./images/105001000208C800_i532_j11516_t-3_ps.tif,
644,1954,12811,epsg:3395,437,105001000D509C00,"[""103005006CF95600"", ""103001006431C900"", ""1030050056F97100""]",train,./images/105001000D509C00_i1954_j12811_t0_pan.tif,./images/105001000D509C00_i1954_j12811_t0_ps.tif,,./images/103005006CF95600_i1954_j12811_t-1_pan.tif,./images/103005006CF95600_i1954_j12811_t-1_ps.tif,,./images/103001006431C900_i1954_j12811_t-2_pan.tif,./images/103001006431C900_i1954_j12811_t-2_ps.tif,,./images/1030050056F97100_i1954_j12811_t-3_pan.tif,./images/1030050056F97100_i1954_j12811_t-3_ps.tif,
8753,-24353,7918,epsg:3395,437,105001000B95E100,"[""103001006E4E4500"", ""103001006D0C3300"", ""1030010065558200""]",train,./images/105001000B95E100_i-24353_j7918_t0_pan.tif,./images/105001000B95E100_i-24353_j7918_t0_ps.tif,,./images/103001006E4E4500_i-24353_j7918_t-1_pan.tif,./images/103001006E4E4500_i-24353_j7918_t-1_ps.tif,,./images/103001006D0C3300_i-24353_j7918_t-2_pan.tif,./images/103001006D0C3300_i-24353_j7918_t-2_ps.tif,,./images/1030010065558200_i-24353_j7918_t-3_pan.tif,./images/1030010065558200_i-24353_j7918_t-3_ps.tif,
3269,-30330,9566,epsg:3395,437,105001000A08C100,"[""105001000623E400"", ""1050010006140800"", ""103001005B2F8000""]",train,./images/105001000A08C100_i-30330_j9566_t0_pan.tif,./images/105001000A08C100_i-30330_j9566_t0_ps.tif,,./images/105001000623E400_i-30330_j9566_t-1_pan.tif,./images/105001000623E400_i-30330_j9566_t-1_ps.tif,,./images/1050010006140800_i-30330_j9566_t-2_pan.tif,./images/1050010006140800_i-30330_j9566_t-2_ps.tif,,./images/103001005B2F8000_i-30330_j9566_t-3_pan.tif,./images/103001005B2F8000_i-30330_j9566_t-3_ps.tif,
6866,34909,9480,epsg:3395,437,1050410000033E00,"[""1030010020B62B00"", ""105041000036A900"", ""10504100000E7E00""]",train,./images/1050410000033E00_i34909_j9480_t0_pan.tif,./images/1050410000033E00_i34909_j9480_t0_ps.tif,,./images/1030010020B62B00_i34909_j9480_t-1_pan.tif,./images/1030010020B62B00_i34909_j9480_t-1_ps.tif,,./images/105041000036A900_i34909_j9480_t-2_pan.tif,./images/105041000036A900_i34909_j9480_t-2_ps.tif,,./images/10504100000E7E00_i34909_j9480_t-3_pan.tif,./images/10504100000E7E00_i34909_j9480_t-3_ps.tif,
7988,5196,12751,epsg:3395,437,1050010006293400,"[""1030050052F94600"", ""1030050046F97B00"", ""105041001265C200""]",train,./images/1050010006293400_i5196_j12751_t0_pan.tif,./images/1050010006293400_i5196_j12751_t0_ps.tif,,./images/1030050052F94600_i5196_j12751_t-1_pan.tif,./images/1030050052F94600_i5196_j12751_t-1_ps.tif,,./images/1030050046F97B00_i5196_j12751_t-2_pan.tif,./images/1030050046F97B00_i5196_j12751_t-2_ps.tif,,./images/105041001265C200_i5196_j12751_t-3_pan.tif,./images/105041001265C200_i5196_j12751_t-3_ps.tif,
1539,-20902,8998,epsg:3395,437,105001001469A300,"[""105001001469A200"", ""1030010089504300"", ""103001006699E900""]",train,./images/105001001469A300_i-20902_j8998_t0_pan.tif,./images/105001001469A300_i-20902_j8998_t0_ps.tif,,./images/105001001469A200_i-20902_j8998_t-1_pan.tif,./images/105001001469A200_i-20902_j8998_t-1_ps.tif,,./images/1030010089504300_i-20902_j8998_t-2_pan.tif,./images/1030010089504300_i-20902_j8998_t-2_ps.tif,,./images/103001006699E900_i-20902_j8998_t-3_pan.tif,./images/103001006699E900_i-20902_j8998_t-3_ps.tif,
8646,38999,-7254,epsg:3395,437,1050410000EDEF00,"[""103001000F617200"", ""103001000EBCEE00"", ""103001000E629000""]",train,./images/1050410000EDEF00_i38999_j-7254_t0_pan.tif,./images/1050410000EDEF00_i38999_j-7254_t0_ps.tif,,./images/103001000F617200_i38999_j-7254_t-1_pan.tif,./images/103001000F617200_i38999_j-7254_t-1_ps.tif,,./images/103001000EBCEE00_i38999_j-7254_t-2_pan.tif,./images/103001000EBCEE00_i38999_j-7254_t-2_ps.tif,,./images/103001000E629000_i38999_j-7254_t-3_pan.tif,./images/103001000E629000_i38999_j-7254_t-3_ps.tif,
5969,1369,14932,epsg:3395,437,1050050016DD3E00,"[""1050050015DD9900"", ""103001005EC16300"", ""103005004BF96500""]",train,./images/1050050016DD3E00_i1369_j14932_t0_pan.tif,./images/1050050016DD3E00_i1369_j14932_t0_ps.tif,,./images/1050050015DD9900_i1369_j14932_t-1_pan.tif,./images/1050050015DD9900_i1369_j14932_t-1_ps.tif,,./images/103001005EC16300_i1369_j14932_t-2_pan.tif,./images/103001005EC16300_i1369_j14932_t-2_ps.tif,,./images/103005004BF96500_i1369_j14932_t-3_pan.tif,./images/103005004BF96500_i1369_j14932_t-3_ps.tif,
8391,-563,16122,epsg:3395,437,105005000CDD5D00,"[""1050050006DD4E00"", ""10300100617C1200"", ""103001003E5B5C00""]",train,./images/105005000CDD5D00_i-563_j16122_t0_pan.tif,./images/105005000CDD5D00_i-563_j16122_t0_ps.tif,,./images/1050050006DD4E00_i-563_j16122_t-1_pan.tif,./images/1050050006DD4E00_i-563_j16122_t-1_ps.tif,,./images/10300100617C1200_i-563_j16122_t-2_pan.tif,./images/10300100617C1200_i-563_j16122_t-2_ps.tif,,./images/103001003E5B5C00_i-563_j16122_t-3_pan.tif,./images/103001003E5B5C00_i-563_j16122_t-3_ps.tif,
5800,9146,9471,epsg:3395,437,10500E0006DA4A00,"[""10500E0006DA2C00"", ""10500E0005DA7100"", ""105001000180C400""]",train,./images/10500E0006DA4A00_i9146_j9471_t0_pan.tif,./images/10500E0006DA4A00_i9146_j9471_t0_ps.tif,,./images/10500E0006DA2C00_i9146_j9471_t-1_pan.tif,./images/10500E0006DA2C00_i9146_j9471_t-1_ps.tif,,./images/10500E0005DA7100_i9146_j9471_t-2_pan.tif,./images/10500E0005DA7100_i9146_j9471_t-2_ps.tif,,./images/105001000180C400_i9146_j9471_t-3_pan.tif,./images/105001000180C400_i9146_j9471_t-3_ps.tif,
7094,515,11561,epsg:3395,437,1050010002613A00,"[""1050010002613800"", ""103001004F13DC00"", ""1050010002300F00""]",train,./images/1050010002613A00_i515_j11561_t0_pan.tif,./images/1050010002613A00_i515_j11561_t0_ps.tif,,./images/1050010002613800_i515_j11561_t-1_pan.tif,./images/1050010002613800_i515_j11561_t-1_ps.tif,,./images/103001004F13DC00_i515_j11561_t-2_pan.tif,./images/103001004F13DC00_i515_j11561_t-2_ps.tif,,./images/1050010002300F00_i515_j11561_t-3_pan.tif,./images/1050010002300F00_i515_j11561_t-3_ps.tif,
1687,-23943,7975,epsg:3395,437,10500100055FEF00,"[""10300100369E5B00"", ""10504100100C0100"", ""103001001E531000""]",train,./images/10500100055FEF00_i-23943_j7975_t0_pan.tif,./images/10500100055FEF00_i-23943_j7975_t0_ps.tif,,./images/10300100369E5B00_i-23943_j7975_t-1_pan.tif,./images/10300100369E5B00_i-23943_j7975_t-1_ps.tif,,./images/10504100100C0100_i-23943_j7975_t-2_pan.tif,./images/10504100100C0100_i-23943_j7975_t-2_ps.tif,,./images/103001001E531000_i-23943_j7975_t-3_pan.tif,./images/103001001E531000_i-23943_j7975_t-3_ps.tif,
5969,1458,14988,epsg:3395,437,1050050015DD9700,"[""1030050052F8ED00"", ""103005004CF95500"", ""1030010027B6E500""]",train,./images/1050050015DD9700_i1458_j14988_t0_pan.tif,./images/1050050015DD9700_i1458_j14988_t0_ps.tif,,./images/1030050052F8ED00_i1458_j14988_t-1_pan.tif,./images/1030050052F8ED00_i1458_j14988_t-1_ps.tif,,./images/103005004CF95500_i1458_j14988_t-2_pan.tif,./images/103005004CF95500_i1458_j14988_t-2_ps.tif,,./images/1030010027B6E500_i1458_j14988_t-3_pan.tif,./images/1030010027B6E500_i1458_j14988_t-3_ps.tif,
5969,1768,15262,epsg:3395,437,105001000635F400,"[""1030050052F8F000"", ""1050010003BC2A00"", ""103005004AF8E400""]",train,./images/105001000635F400_i1768_j15262_t0_pan.tif,./images/105001000635F400_i1768_j15262_t0_ps.tif,,./images/1030050052F8F000_i1768_j15262_t-1_pan.tif,./images/1030050052F8F000_i1768_j15262_t-1_ps.tif,,./images/1050010003BC2A00_i1768_j15262_t-2_pan.tif,./images/1050010003BC2A00_i1768_j15262_t-2_ps.tif,,./images/103005004AF8E400_i1768_j15262_t-3_pan.tif,./images/103005004AF8E400_i1768_j15262_t-3_ps.tif,
5499,6045,10432,epsg:3395,437,10500100073AAD00,"[""10500100073AAB00"", ""1030050055F91100"", ""1030050050F94400""]",train,./images/10500100073AAD00_i6045_j10432_t0_pan.tif,./images/10500100073AAD00_i6045_j10432_t0_ps.tif,,./images/10500100073AAB00_i6045_j10432_t-1_pan.tif,./images/10500100073AAB00_i6045_j10432_t-1_ps.tif,,./images/1030050055F91100_i6045_j10432_t-2_pan.tif,./images/1030050055F91100_i6045_j10432_t-2_ps.tif,,./images/1030050050F94400_i6045_j10432_t-3_pan.tif,./images/1030050050F94400_i6045_j10432_t-3_ps.tif,
5800,9155,9587,epsg:3395,437,10500E0009DA5900,"[""10500E0009DA5A00"", ""10500E0009DA5700"", ""10500E0009DA5600""]",train,./images/10500E0009DA5900_i9155_j9587_t0_pan.tif,./images/10500E0009DA5900_i9155_j9587_t0_ps.tif,,./images/10500E0009DA5A00_i9155_j9587_t-1_pan.tif,./images/10500E0009DA5A00_i9155_j9587_t-1_ps.tif,,./images/10500E0009DA5700_i9155_j9587_t-2_pan.tif,./images/10500E0009DA5700_i9155_j9587_t-2_ps.tif,,./images/10500E0009DA5600_i9155_j9587_t-3_pan.tif,./images/10500E0009DA5600_i9155_j9587_t-3_ps.tif,
5400,676,14232,epsg:3395,437,10500100117AB300,"[""105001000603C200"", ""1030010050647F00"", ""103001004E1BA000""]",train,./images/10500100117AB300_i676_j14232_t0_pan.tif,./images/10500100117AB300_i676_j14232_t0_ps.tif,,./images/105001000603C200_i676_j14232_t-1_pan.tif,./images/105001000603C200_i676_j14232_t-1_ps.tif,,./images/1030010050647F00_i676_j14232_t-2_pan.tif,./images/1030010050647F00_i676_j14232_t-2_ps.tif,,./images/103001004E1BA000_i676_j14232_t-3_pan.tif,./images/103001004E1BA000_i676_j14232_t-3_ps.tif,
